TITLE,CONTACT_1,CONTACT_2,WEB_LINK,DATA_SOURCE
Brazil Dataset 5,Giselda Durigan,NA,None,Contacted author directly
Monitoring experiences at the Atlantic rainforest biome using permanent plots.,Carolina Mathias Moreira,"Ana Paula Savassi-Coutinho Giselda Durigan Vincius Castro Souza Natlia Macedo Ivanauskas Ricardo Ribeiro Rodrigues, Renato Augusto Ferreira de Lima and Thiago Almeida Bueno",None,Contacted author directly
Zooplankton community of the Vitoria Bay estuarine system (southeastern Brazil). Characterization during a three-year study,Jose Mauro Sterza,Luiz Loureiro Fernandes,None,Contacted author directly
Bats (Mammalia Chiroptera) in restinga in the municipality of Jaguaruna south of Santa Catarina Brazil.,Fernando Carvalho,Fernando Carvalho,None,Contacted author directly
St. M polychaete species time-series,Claire Laguionie-Marchais,Henry Ruhl,None,MBARI/NOC/NHM project
Megafauna PAP time series,Claire Laguionie-Marchais,Henry Ruhl,None,NOCS
Megafauna Sta M time series,Claire Laguionie-Marchais,Henry Ruhl,None,MBARI
Flooded forest plot sampling in Peru,Randall W. Myster,NA,http://luq.lternet.edu/data/luqmetadata169,Luquillo LTER
La Planada Forest Dynamics Plots,Natalia Norden Medina,NA,http://www.ctfs.si.edu/site/La+Planada,The Center for Tropical Forest Science. Smithsonian Tropical Research Institute
Plant Species Composition on Selected Watersheds at Konza Prairie,David C. Hartnett,Scott L. Collins,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-knz.69.9,Konza LTER
Long-term stem inventory data from tropical rain forest plots in Australia,Matt Bradford,Dan Metcalfe,http://esapubs.org/archive/ecol/E095/209/metadata.php,Ecology
Small Mammal Trapping Webs on the Central Plains Experimental Range,Paul Stapp,NA,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-sgs.137.17,Shortgrass Steppe LTER
Neotropical Migratory Bird Communities in a Developing Pine Plantation,H Williamson,NA,http://www.srs.fs.fed.us/pubs/520,US Forest Service Southern Research Station
SBC LTER Reef Kelp Forest Community Dynamics Fish abundance,Santa Barbara Coastal LTER,Daniel C Reed,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-sbc.17.27,Santa Barbara Coastal LTER
Bialowieza National Park bird assemblage,Tomasz Wesolowski,NA,http://www.bioone.org/doi/abs/10.3161/000164510X551354,Acta Ornithologica
A long-term bird population study in an Appalachian spruce forest,JSTOR,NA,http://www.jstor.org/stable/4161914.,The Wilson Bulletin
Plant and small-mammal responses to large-herbivore exclusion in an African savanna,Tyler R. Kartzinel,NA,http://esapubs.org/archive/ecol/E095/064/metadata.php,Ecology
The 37-year dynamics of a subalpine bird community with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles.,Anders Enemar,NA,http://www.luvre.org/data_o_pdf/Luvre-130%202004%20Enemar%20mfl%2037%20ar%20skogen.pdf,Ornis Svecica
Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat,Nancy Rybicki,Henry Ruhl,http://www.pnas.org/content/107/38/16566.full.pdf,Contacted author directly
Hahei marine dataset (1997-2002),Trevor Willis,NA,None,Contacted author directly
Small Mammal Exclosure Study (SMES),David Lightfoot,NA,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-sev.8.297976,Sevilleta LTER - http://sev.lternet.edu/content/small-mammal-exclosure-study-smes-0
Monitoring site 1000 Coastal zone research - Tidal flat survey (Epibenthic fauna),Nature Conservation Bureau Ministry of the Environment Centre for Biodiversity,NPO Japan Wetlands International,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 Land waters research- Lakes benthic animal research,Ecosystem monitoring department and maintenance department. Nature Conservation Bureau Ministry of the Environment Biodiversity Center,NPO Japan Wetlands International,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 Alpine research - Surface wandering beetles,General Foundation Natural Environment Research Center monitoring site 1000 alpine zone personnel,Nature Conservation Bureau Ministry of the Environment Biodiversity Center Contact: ecosystem monitoring Department,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 coastal zone research - Algae survey permanent quadrats,Ecosystem monitoring department and maintenance department. Nature Conservation Bureau Ministry of the Environment Biodiversity Center,NPO Japan Wetlands International,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 coastal zone research - Algae survey transects,Ecosystem monitoring department and maintenance department. Nature Conservation Bureau Ministry of the Environment Biodiversity Center,NPO Japan Wetlands International,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 Village survey - Bird survey data,Shinichi Takagawa Nana Goto - Mayuko Fukuda,Ecosystem Monitoring Department,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Village survey Medium and large mammal survey data,Shinichi Takagawa Nana Goto - Mayuko Fukuda,Ecosystem Monitoring Department,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 Shorebird Survey,Ecosystem monitoring department and maintenance department. Nature Conservation Bureau Ministry of the Environment Biodiversity Center,NA,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Surface of the earth wandering beetles survey data,Niwa Ci,Sukigara Naozumi - Hatase Yoriko,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 forest and grassland research - Bird survey data -1st phase,Foundation Wild Bird Society of Japan nature protection room charge : Hayama politics,Nature Conservation Bureau Ministry of the Environment Biodiversity Center Contact: ecosystem monitoring Departmen,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 forest and grassland research - Bird survey data -2nd phase,Foundation Wild Bird Society of Japan nature protection room charge : Hayama politics,Nature Conservation Bureau Ministry of the Environment Biodiversity Center Contact: ecosystem monitoring Departmen,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Calafuria Mid-shore Intertidal Dataset (1991-2014),Lisandro Benedetti Cecchi,NA,None,Contacted author directly
Calafuria Low-shore Intertidal Dataset (1991-2014),Lisandro Benedetti Cecchi,NA,None,Contacted author directly
Long-term sampling of a herpetofaunal assemblage on an isolated urban bushland,R A How,NA,http://www.rswa.org.au/publications/Journal/81%283%29/81%283%29how.pdf,Journal of the Royal Society of Western Australia
Small Mammals and Vegetation Changes After Fire in a Mixed Conifer-Hardwood Forest,Contact at GPDD,NA,http://www3.imperial.ac.uk/cpb/databases/gpdd,The Global Population Dynamics Database
Boubin,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Cahnov-Soutok,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Milesice,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Mionsi-V,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Mionsi-R,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Mionsi-C,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Ranspurk,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Razula,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Salajka,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Stozec,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Velka Ples,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Zakova hora,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Zofin,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Doutnac,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Polednik,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Polom,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
V Kluci,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Jirina,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Kohoutov,Tomas Vrska,Kamil Kral,http://naturalforests.cz/research,Natural Forests in the Czech Republic (Databank)
Brazil Dataset 6,Yzel Rondon Suarez,NA,None,Contacted author directly
Community ecology of anura amphibia at Northwest region of Sao Paulo state,Denise de Cerqueira Rossa-Feres,NA,None,Contacted author directly
Brazil Dataset 7,Gabriella Damasceno,Alessandra Fidelis,None,Contacted author directly
Brazil Dataset 8,Alessandra Fidelis,NA,None,Contacted author directly
Short-term changes caused by fire and mowing in Brazilian Campos grasslands with different long-term fire histories,Alessandra Fidelis,NA,None,Contacted author directly
Conicyt-Fondecyt Fish Data,Alejandro Perez Matus,Catalina Sallen,None,Contacted author directly
Conicyt-Fondecyt Turf Algae Data,Alejandro Perez Matus,Catalina Sallen,None,Contacted author directly
Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000),Chih-hao Hsieh (Zac),NA,None,Contacted author directly
Bird populations in east central Illinois. Fluctuations variations and development over a half-century,Author now deceased,NA,https://www.ideals.illinois.edu/handle/2142/25182,IDEALS
Data collected aboard cruises off the coast of the Western Antarctic Penninsula,William R Fraser,NA,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-pal.100.1,Palmer LTER
Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range,Soren Svensson,NA,http://www.luvre.org/data_o_pdf/Luvre-135%202006%20Svensson%20Heden%2038%20ar.pdf,Ornis Svecica
Boulder County Open Space butterfly diversity and abundance,Jeffrey C. Oliver,Kathleen L. Prudic,http://esapubs.org/archive/ecol/E087/061/,ESA - Ecological Publications (Ecology)
Monitoring site 1000 Alpine research - Butterfly Survey,General Foundation Natural Environment Research Center monitoring site 1000 alpine zone personnel,Nature Conservation Bureau Ministry of the Environment Biodiversity Center Contact: ecosystem monitoring Department,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Monitoring site 1000 Alpine research - Bumblebee Survey,Nature Conservation Bureau Ministry of the Environment Centre for Biodiversity Contact: ecosystem monitoring Department,NA,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
Faunal communities and habitat characteristics of the Big Bend seagrass meadows 2009 - 2010,Christopher D Stallings,NA,http://esapubs.org/archive/ecol/E096/030/,ESA - Ecological Publications (Ecology)
Phytoplankton time series from Lake Zurich,Francesco Pomati,NA,None,Contacted author directly
Zooplankton time series from Lake Zurich,Francesco Pomati,NA,None,Contacted author directly
Long term monitoring of fish abundances from coastal Skagerrak,Halvor Knutsen,Ebsen Moland,None,Contacted author directly
The New Zealand Freshwater Fish Database - Electric fishing - Backpack,Freshwater Fish Database administrator,NIWA,https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database,NIWA
The New Zealand Freshwater Fish Database - Traps- Gee Minnow traps,Freshwater Fish Database administrator,NIWA,https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database,NIWA
The New Zealand Freshwater Fish Database - Observation (Spotlighting visual),Freshwater Fish Database administrator,NIWA,https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database,NIWA
Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers (1983-1992 & 1993-2002),Phaedra Budy,NA,http://arc-lter.ecosystems.mbl.edu/1993-2002arcticlterzoops,Arctic Long-Term Ecological Research
Summer Phytoplankton Densities 1992-2001,Diane McKnight,John Priscu,http://mcm.lternet.edu/content/summer-phytoplankton-densities-1992-2001,McMurdo Dry Valleys LTER
Karimunjawa WCS fish survey,Andrew Hoey,NA,None,Contacted author directly
Aceh WCS fish survey 2010 to 2016,Andrew Hoey,NA,None,Contacted author directly
Aceh WCS fish surveys,Andrew Hoey,NA,None,Contacted author directly
Long-term dynamics of bird populations in pine forests of Ilmen Nature Reserve during the breeding period individuals / km2,Roberto Cazzolla Gatti,NA,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf
Long-term dynamics of bird populations in pine-birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,Roberto Cazzolla Gatti,NA,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf
Long-term dynamics of bird populations in birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,Roberto Cazzolla Gatti,NA,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf,http://ashipunov.info/shipunov/school/books/zakharov1998_biorazn_nasel_ptits_mazemn_mestoob_juzhn_urala.pdf
Composition and abundance of bird species in the village Matabay in June 1980-1985 (absolute indicators (area 025 km2)),Roberto Cazzolla Gatti,NA,http://cyberleninka.ru/article/n/ptitsy-naselyonnyh-punktov-markakolskoy-kotloviny-yuzhnyy-altay,http://cyberleninka.ru/article/n/ptitsy-naselyonnyh-punktov-markakolskoy-kotloviny-yuzhnyy-altay
Composition and abundance of bird species in the village Verhnjaja Elovka in June 1980-1985 (absolute indicators (area 025 km2)),Roberto Cazzolla Gatti,NA,http://cyberleninka.ru/article/n/ptitsy-naselyonnyh-punktov-markakolskoy-kotloviny-yuzhnyy-altay,http://cyberleninka.ru/article/n/ptitsy-naselyonnyh-punktov-markakolskoy-kotloviny-yuzhnyy-altay
The dynamics of species composition and abundance of migratory birds of prey in the Irkut River mouth (absolute figures),Roberto Cazzolla Gatti,NA,http://cyberleninka.ru/article/n/migratsii-hischnyh-ptits-v-ustie-reki-irkut,http://cyberleninka.ru/article/n/migratsii-hischnyh-ptits-v-ustie-reki-irkut
A number of waterfowl after periods of breeding and molting in the lower reaches of Ob River (thous. individuals / 22 thous. km2),Roberto Cazzolla Gatti,NA,http://www.twirpx.com/file/733205/,http://www.twirpx.com/file/733205/
The density of population (ind/1000ha.) of hunting species of mammals in the Republic of Mordovia (Chamzinsky district),Roberto Cazzolla Gatti,NA,http://www.unn.ru/pages/e-library/vestnik/19931778_2014_-_4-1_unicode/31.pdf,http://www.unn.ru/pages/e-library/vestnik/19931778_2014_-_4-1_unicode/31.pdf
Long-term population dynamics of small mammals in the Natural Boundary Morozova Gora (individuals / 100 trap-nights),Roberto Cazzolla Gatti,NA,http://elibrary.ru/item.asp?id=24990048,http://elibrary.ru/item.asp?id=24990048
Number of small mammals in Verkhnyaya Angara basin (accounting period since 20.07 to 20.08 individuals /100 trap-nights,Roberto Cazzolla Gatti,NA,http://biosoil.isu.ru/ru/other/docs/bzj_2011_06.pdf,http://biosoil.isu.ru/ru/other/docs/bzj_2011_06.pdf
Indicators of abundance (individuals / 100 trap-nights) of different species of small mammals in different years with using trap grooves and a coefficient characterizing the adverse conditions winter,Roberto Cazzolla Gatti,NA,http://www.sevin.ru/Rus-Mon_10/Vol%201%20Session%206%20A.pdf,http://www.sevin.ru/Rus-Mon_10/Vol%201%20Session%206%20A.pdf
Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,Roberto Cazzolla Gatti,NA,http://www.natural-sciences.ru/ru/article/view?id=33118,http://www.natural-sciences.ru/ru/article/view?id=33118
Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,Roberto Cazzolla Gatti,NA,http://www.natural-sciences.ru/ru/article/view?id=33118,http://www.natural-sciences.ru/ru/article/view?id=33118
Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,Roberto Cazzolla Gatti,NA,http://cyberleninka.ru/article/n/vidovaya-struktura-i-mezhgodovaya-dinamika-biomassy-nektona-v-verhney-epipelagiali-prikurilskih-vod-tihogo-okeana-v-letnie-periody-2000-h,http://cyberleninka.ru/article/n/vidovaya-struktura-i-mezhgodovaya-dinamika-biomassy-nektona-v-verhney-epipelagiali-prikurilskih-vod-tihogo-okeana-v-letnie-periody-2000-h
Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),Roberto Cazzolla Gatti,NA,http://elib.sfu-kras.ru/handle/2311/16633,http://elib.sfu-kras.ru/handle/2311/16633
Damselfly abundance data from freshwater ponds around Cairngorms region,Lesley Lancaster,Robert Nicholas Fitt,Data supplied directly,Data supplied directly
Dynamics of a coral reef community,Chao-yang Kuo,Tung-Yung Fan,None,Supplied by authors
Dynamics of a coral reef community,Chao-yang Kuo,Chaolun Allen Chen,None,Supplied by authors
Trawl Survey Data from Rockall Scotland (1986 - 2008),Francis Neat,NA,http://www.gov.scot/Topics/marine/science/Researchers/FrancisNeat,doi:10.5061/dryad.8908/1
Spatial and temporal organisation of a coastal lagoon fish community,Jose Eduardo Rebelo,NA,None,Data provider contacted directly
A multi-decade time series of kelp forest community structure at San Nicolas Island California.,"Michael Kenner
",Tim Tinker,http://esapubs.org/archive/ecol/E094/244/#data,Ecological Archives
A multi-decade time series of kelp forest community structure at the California Channel Islands.,National Park Data Portal,"David Kushner, Andrew Rassweiler",http://esapubs.org/archive/ecol/E094/245/,Ecological Archives
Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,Esteban Muldavin,Scott Collins,http://sev.lternet.edu/data/sev-166,LTER Sevilleta
Fourteen years of mapped permanent quadrats in a northern mixed prairie,Peter Adler,NA,http://esapubs.org/archive/ecol/E092/143/metadata.htm,Ecological Archives
Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,Olav Hogstad,NA,http://www.sekj.org/PDF/anzf30/anz30-043-054.pdf,Annales Zoologici Fennici
Bromeliad invertebrate counts at different elevations in the Luquillo Experimental Forest,Barbara A. Richardson,NA,http://luq.lternet.edu/data/luqmetadata131,LTER Luquillo
Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay,Jon S. Lefcheck,J. Emmett Duffy,http://gradworks.umi.com/36/62/3662989.html,PhD Thesis
Long term study of the stream ecosystems in the Breitenbach,Diana Bowler,NA,None,Contributed by author (supplemental to a book)
"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi",Anders Michelson,Eric Post,none,ITEX database
ITEX Dataset 2 - Wolfcreek,Jill Johnstone,NA,none,ITEX database
ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),Esther Levesque,NA,none,ITEX database
ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),Vladimir G. Onipchenko,Asem A. Akhmetzhanova,none,ITEX database
"ITEX Dataset 6 - Atqasuk (AW, AD) and Barrow (BW, BD)",Robert D. Hollister,NA,none,ITEX database
"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)",Borgthor Magnusson,NA,none,ITEX database
ITEX Dataset 8 - Valbercla (Alpine),Christian Rixen,NA,none,ITEX database
"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup",Esther Levesque,NA,none,ITEX database
ITEX Dataset 11 - Finse (Ridge),Kari Klanderud,NA,none,ITEX database
ITEX Dataset 12 - Finse (Slope),Kari Klanderud,NA,none,ITEX database
"ITEX Dataset 13 - Toolik (Dry, Moist)",Willam A. Gould,NA,none,ITEX database
"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)",Gauis R. Shaver,NA,none,ITEX database
"ITEX Dataset 15 - Sadvent (MES-cover, MES-photo, wet-cover, wet-photo)",Elisabeth J. Cooper,NA,none,ITEX database
"ITEX Dataset 16 - Finse (Nfinse, Ridge cover)",Kari Klanderud,NA,none,ITEX database
ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),Anna Maria Fosaa,Annika Hofgaard,none,ITEX database
ITEX Dataset 18 - Alpine plots (Sonja Wipf),Sonja Wipf,NA,none,ITEX database
"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)",Vladimir G. Onipchenko,Asem A. Akhmetzhanova,none,ITEX database
"ITEX Dataset 20 - Torngats (Nakvakdry, Nakvakwet)",Luise Hermanutz,Laura Siegwart Collier,none,ITEX database
Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea between 1979 and 1999,Gert Van Hoey,NA,none,author contributed directly
Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea from 2001 on,Gert Van Hoey,NA,none,author contributed directly
Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea (Trawl Distance 3000m),Gert Van Hoey,NA,none,author contributed directly
"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009",Kerry D. Woods,NA,https://knb.ecoinformatics.org//#view/knb.499.1,author contributed directly
Coral data from Lizard Island,Joshua S. Madin,Mia Hoogenboom,none,author contributed directly
Red Sea artificial reefs,Jonathan Belmaker,NA,none,author contributed directly
"Fish and marine invertebrates from the Israeli Eastern Mediterranean sea  1990-4, 2000, 2008-2012",Jonathan Belmaker,NA,none,author contributed directly
Trawl fisheries in Israeli Mediterranean,Itai van Rijn,Jonathan Belmaker,none,author contributed directly
"ITEX Dataset 21 - Sadvent (MES-Pointframe, Wet-Pointframe)",Elisabeth J. Cooper,NA,none,ITEX database
"ITEX Dataset 22 - Toolik (Imnavait, Tussockgrid)",Willam A. Gould,NA,none,ITEX database
Butterfly fauna in Mount Gariwang-san Korea,Cheolmin Lee,NA,http://www.sciencedirect.com/science/article/pii/S2287884X16300048,Journal of Asia-Pacific Biodiversity
"Demersal fish hauls from Guanabara Bay Brazil 2005-2015, first period",Gabriel Barros GonÃ§alves de Souza,Marcelo Vianna,None,Contributed directly by authors
The Hundt 2001 data - Rudolf Hundt,Helge Bruelheide,Ute Jandt,None,Contributed directly by author
A large-scale fragmentation experiment for Neotropical bats,Ricardo Rocha,Adria Lopez-Baucells,None,Contributed directly by author
"Factors influencing long-term and seasonal
waterbird abundance and composition at two
adjacent lakes in Zimbabwe",Alexandre Caron,NA,https://www.tandfonline.com/doi/pdf/10.2989/00306525.2012.692726?needAccess=true,Journal of African Ornithology
1980s-2010s: The world's largest mangrove ecosystem is becoming homogeneous,Swapan Kumar Sarker,Amir Hosain Chowdhury,https://www.sciencedirect.com/science/article/pii/S0006320718314186#ab0005,https://www.sciencedirect.com/science/article/pii/S0006320718314186#ab0005
Data from: Oxygen limitations on marine animal distributions and the collapse of epibenthic community structure during shoaling hypoxia.,Jackson Chu,Verena Tunnicliffe,https://datadryad.org/stash/dataset/doi:10.5061/dryad.1p55v,Dryad
Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.25sqm quadrat,GCE-LTER Information Manager,Merryl Alber,https://doi.org/10.6073/pasta/651d603e2930d7ff608d7325230418e8,NA
Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.5sqm quadrat,GCE-LTER Information Manager,Merryl Alber,https://doi.org/10.6073/pasta/651d603e2930d7ff608d7325230418e8,NA
UHURU experiment: tree census detailed 2009-2019,Jacob Goheen,NA,https://doi.org/10.5061/dryad.1g1jwstxw,Dryad
UHURU experiment: understory of large quadrats 2008-2019,Jacob Goheen,NA,https://doi.org/10.5061/dryad.1g1jwstxw,Dryad
Belizean Barrier Reef coral community 1997-2016,John F. Bruno,NA,https://github.com/calves06/Belizean_Barrier_Reef_Change,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: 20mm survey, mesoplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Directed Outflow Project, macroplankton",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Directed Outflow Project, mesoplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, macroplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, mesoplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, microplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fall Mdiwater Trawl, macroplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fall Midwater Trawl, mesoplankton",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fish Restoration Program, macroplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, version 4: Fish Restoration Program, mesoplankton",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Summer Townet Survey, mesoplankton.",Samuel M Bashevkin,NA,https://doi.org/10.6073/pasta/8b646dfbeb625e308212a39f1e46f69b,NA
"Soil invertebrates Komi Republic 2001-2010, 0.0025 sq m samples",Alla Koleskinova,Tatyana Konakova,https://www.gbif.org/dataset/d52fad79-9ba7-432c-a595-1cede017e70d,NA
"Soil invertebrates Komi Republic 2001-2010, 0.01 sq m samples",Alla Koleskinova,Tatyana Konakova,https://www.gbif.org/dataset/d52fad79-9ba7-432c-a595-1cede017e70d,NA
Vegetation dynamics in pine forests of Banff and Jasper National Parks: a 47-year dataset,Laura Super,Ellen Macdonald,https://borealisdata.ca/dataset.xhtml?persistentId=doi:10.5683/SP3/YAQCWD,NA
Cover and density of southwestern ponderosa pine understory plants in permanent chart quadrats (2002–2020),Margaret M. Moore,NA,https://doi.org/10.2737/RDS-2021-0092,NA
UK Environmental Change Network (ECN) carabid beetle data: 1992-2015,UK Environmental Change Network,Susannah Rennie,https://doi.org/10.5285/8385f864-dd41-410f-b248-028f923cb281,NA
